 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   1.0000000000E-02 -5.8604420000E+00 -5.8604781155E+00  6.1626E-06
   2.0000000000E-02 -5.7222340000E+00 -5.7222511850E+00  3.0032E-06
   3.0000000000E-02 -5.5864480000E+00 -5.5864629817E+00  2.6818E-06
   4.0000000000E-02 -5.4539000000E+00 -5.4539124062E+00  2.2747E-06
   5.0000000000E-02 -5.3251930000E+00 -5.3252019927E+00  1.6887E-06
   6.0000000000E-02 -5.2007540000E+00 -5.2007628917E+00  1.7097E-06
   7.0000000000E-02 -5.0808730000E+00 -5.0808786013E+00  1.1024E-06
   8.0000000000E-02 -4.9657200000E+00 -4.9657259059E+00  1.1893E-06
   9.0000000000E-02 -4.8553760000E+00 -4.8553793798E+00  6.9610E-07
   1.0000000000E-01 -4.7498440000E+00 -4.7498475652E+00  7.5060E-07
   1.1000000000E-01 -4.6490720000E+00 -4.6490740056E+00  4.3140E-07
   1.2000000000E-01 -4.5529610000E+00 -4.5529632066E+00  4.8464E-07
   1.3000000000E-01 -4.4613790000E+00 -4.4613798723E+00  1.9552E-07
   1.4000000000E-01 -4.3741660000E+00 -4.3741669923E+00  2.2686E-07
   1.5000000000E-01 -4.2911460000E+00 -4.2911465925E+00  1.3809E-07
   1.6000000000E-01 -4.2121300000E+00 -4.2121299816E+00  4.3772E-09
   1.7000000000E-01 -4.1369210000E+00 -4.1369213172E+00  7.6680E-08
   1.8000000000E-01 -4.0653200000E+00 -4.0653195856E+00  1.0194E-07
   1.9000000000E-01 -3.9971260000E+00 -3.9971256684E+00  8.2952E-08
   2.0000000000E-01 -3.9321420000E+00 -3.9321420687E+00  1.7464E-08
   2.1000000000E-01 -3.8701750000E+00 -3.8701738029E+00  3.0932E-07
   2.2000000000E-01 -3.8110350000E+00 -3.8110351218E+00  3.1952E-08
   2.3000000000E-01 -3.7545430000E+00 -3.7545420380E+00  2.5622E-07
   2.4000000000E-01 -3.7005240000E+00 -3.7005235461E+00  1.2266E-07
   2.5000000000E-01 -3.6488130000E+00 -3.6488124335E+00  1.5524E-07
   2.6000000000E-01 -3.5992530000E+00 -3.5992523757E+00  1.7346E-07
   2.7000000000E-01 -3.5516950000E+00 -3.5516943017E+00  1.9662E-07
   2.8000000000E-01 -3.5059990000E+00 -3.5059986556E+00  9.8230E-08
   2.9000000000E-01 -3.4620340000E+00 -3.4620331499E+00  2.4556E-07
   3.0000000000E-01 -3.4196760000E+00 -3.4196755648E+00  1.2725E-07
   3.1000000000E-01 -3.3788110000E+00 -3.3788106647E+00  9.9240E-08
   3.2000000000E-01 -3.3393320000E+00 -3.3393312684E+00  2.1910E-07
   3.3000000000E-01 -3.3011380000E+00 -3.3011374998E+00  1.5153E-07
   3.4000000000E-01 -3.2641370000E+00 -3.2641368065E+00  5.9295E-08
   3.5000000000E-01 -3.2282440000E+00 -3.2282431844E+00  2.5265E-07
   3.6000000000E-01 -3.1933790000E+00 -3.1933791120E+00  3.5069E-08
   3.7000000000E-01 -3.1594700000E+00 -3.1594691137E+00  2.8054E-07
   3.8000000000E-01 -3.1264480000E+00 -3.1264480894E+00  2.8579E-08
   3.9000000000E-01 -3.0942520000E+00 -3.0942512749E+00  2.3433E-07
   4.0000000000E-01 -3.0628240000E+00 -3.0628238849E+00  3.7577E-08
   4.1000000000E-01 -3.0321130000E+00 -3.0321129314E+00  2.2616E-08
   4.2000000000E-01 -3.0020710000E+00 -3.0020701354E+00  2.8801E-07
