 2  1   -1   1.510    +0.88270
 2  1   -1   2.440    -0.07083
 2  1   -1   3.920    +0.23189
 3  2   -1   1.600    +0.25445
 3  2   -1   2.400    -0.01985
 4  3   -1   1.950    +0.04526
 4  3   -3   1.950    -0.06381
