 1  0   0  12.600    -0.00848
 1  0   0   7.450    +0.08241
 2  0   0   2.200    -0.30752
 2  0   0   3.240    -0.04132
 2  0   0   1.280    +0.14954
 2  1   0   1.510    +0.79979
 2  1   0   2.440    +0.00483
 2  1   0   3.920    +0.24413
 3  2   0   1.600    +0.05935
 3  2   0   2.400    +0.00396
 3  2  +2   1.600    -0.09293
 3  2  +2   2.400    +0.01706
 4  3   0   1.950    -0.01929
 4  3  +2   1.950    -0.06593
