 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.71532050E-03  0.00000000E+00  0.10029430E-02  0.00000000E+00  0.12334830E-02  0.00000000E+00
 0.20000000E-01  0.27782670E-02  0.00000000E+00  0.38951600E-02  0.00000000E+00  0.47901170E-02  0.00000000E+00
 0.30000000E-01  0.60720110E-02  0.00000000E+00  0.85122210E-02  0.00000000E+00  0.10466540E-01  0.00000000E+00
 0.40000000E-01  0.10489340E-01  0.00000000E+00  0.14702820E-01  0.00000000E+00  0.18074870E-01  0.00000000E+00
 0.50000000E-01  0.15931860E-01  0.00000000E+00  0.22327690E-01  0.00000000E+00  0.27441470E-01  0.00000000E+00
 0.60000000E-01  0.22309240E-01  0.00000000E+00  0.31258610E-01  0.00000000E+00  0.38405750E-01  0.00000000E+00
 0.70000000E-01  0.29538520E-01  0.00000000E+00  0.41377400E-01  0.00000000E+00  0.50819020E-01  0.00000000E+00
 0.80000000E-01  0.37543390E-01  0.00000000E+00  0.52575020E-01  0.00000000E+00  0.64543440E-01  0.00000000E+00
 0.90000000E-01  0.46253610E-01  0.00000000E+00  0.64750720E-01  0.00000000E+00  0.79451030E-01  0.00000000E+00
 0.10000000E+00  0.55604430E-01  0.00000000E+00  0.77811290E-01  0.00000000E+00  0.95422740E-01  0.00000000E+00
 0.11000000E+00  0.65536070E-01  0.00000000E+00  0.91670330E-01  0.00000000E+00  0.11234770E+00  0.00000000E+00
 0.12000000E+00  0.75993230E-01  0.00000000E+00  0.10624760E+00  0.00000000E+00  0.13012230E+00  0.00000000E+00
 0.13000000E+00  0.86924720E-01  0.00000000E+00  0.12146850E+00  0.00000000E+00  0.14864980E+00  0.00000000E+00
 0.14000000E+00  0.98283030E-01  0.00000000E+00  0.13726360E+00  0.00000000E+00  0.16783950E+00  0.00000000E+00
 0.15000000E+00  0.11002400E+00  0.00000000E+00  0.15356780E+00  0.00000000E+00  0.18760610E+00  0.00000000E+00
 0.16000000E+00  0.12210660E+00  0.00000000E+00  0.17032060E+00  0.00000000E+00  0.20786970E+00  0.00000000E+00
 0.17000000E+00  0.13449240E+00  0.00000000E+00  0.18746500E+00  0.00000000E+00  0.22855470E+00  0.00000000E+00
 0.18000000E+00  0.14714560E+00  0.00000000E+00  0.20494790E+00  0.00000000E+00  0.24959020E+00  0.00000000E+00
 0.19000000E+00  0.16003280E+00  0.00000000E+00  0.22271890E+00  0.00000000E+00  0.27090880E+00  0.00000000E+00
 0.20000000E+00  0.17312270E+00  0.00000000E+00  0.24073110E+00  0.00000000E+00  0.29244700E+00  0.00000000E+00
 0.21000000E+00  0.18638580E+00  0.00000000E+00  0.25893990E+00  0.00000000E+00  0.31414460E+00  0.00000000E+00
 0.22000000E+00  0.19979460E+00  0.00000000E+00  0.27730350E+00  0.00000000E+00  0.33594450E+00  0.00000000E+00
 0.23000000E+00  0.21332320E+00  0.00000000E+00  0.29578240E+00  0.00000000E+00  0.35779270E+00  0.00000000E+00
 0.24000000E+00  0.22694700E+00  0.00000000E+00  0.31433910E+00  0.00000000E+00  0.37963780E+00  0.00000000E+00
 0.25000000E+00  0.24064330E+00  0.00000000E+00  0.33293830E+00  0.00000000E+00  0.40143110E+00  0.00000000E+00
 0.26000000E+00  0.25439040E+00  0.00000000E+00  0.35154670E+00  0.00000000E+00  0.42312610E+00  0.00000000E+00
 0.27000000E+00  0.26816780E+00  0.00000000E+00  0.37013240E+00  0.00000000E+00  0.44467890E+00  0.00000000E+00
 0.28000000E+00  0.28195650E+00  0.00000000E+00  0.38866560E+00  0.00000000E+00  0.46604770E+00  0.00000000E+00
 0.29000000E+00  0.29573830E+00  0.00000000E+00  0.40711790E+00  0.00000000E+00  0.48719280E+00  0.00000000E+00
 0.30000000E+00  0.30949610E+00  0.00000000E+00  0.42546250E+00  0.00000000E+00  0.50807640E+00  0.00000000E+00
 0.31000000E+00  0.32321380E+00  0.00000000E+00  0.44367370E+00  0.00000000E+00  0.52866270E+00  0.00000000E+00
 0.32000000E+00  0.33687640E+00  0.00000000E+00  0.46172770E+00  0.00000000E+00  0.54891780E+00  0.00000000E+00
 0.33000000E+00  0.35046930E+00  0.00000000E+00  0.47960150E+00  0.00000000E+00  0.56880950E+00  0.00000000E+00
 0.34000000E+00  0.36397930E+00  0.00000000E+00  0.49727360E+00  0.00000000E+00  0.58830730E+00  0.00000000E+00
 0.35000000E+00  0.37739360E+00  0.00000000E+00  0.51472360E+00  0.00000000E+00  0.60738230E+00  0.00000000E+00
 0.36000000E+00  0.39070020E+00  0.00000000E+00  0.53193210E+00  0.00000000E+00  0.62600740E+00  0.00000000E+00
 0.37000000E+00  0.40388790E+00  0.00000000E+00  0.54888120E+00  0.00000000E+00  0.64415680E+00  0.00000000E+00
 0.38000000E+00  0.41694630E+00  0.00000000E+00  0.56555340E+00  0.00000000E+00  0.66180620E+00  0.00000000E+00
 0.39000000E+00  0.42986520E+00  0.00000000E+00  0.58193280E+00  0.00000000E+00  0.67893290E+00  0.00000000E+00
 0.40000000E+00  0.44263560E+00  0.00000000E+00  0.59800410E+00  0.00000000E+00  0.69551560E+00  0.00000000E+00
 0.41000000E+00  0.45524870E+00  0.00000000E+00  0.61375290E+00  0.00000000E+00  0.71153410E+00  0.00000000E+00
 0.42000000E+00  0.46769630E+00  0.00000000E+00  0.62916600E+00  0.00000000E+00  0.72696990E+00  0.00000000E+00
 0.43000000E+00  0.47997080E+00  0.00000000E+00  0.64423060E+00  0.00000000E+00  0.74180550E+00  0.00000000E+00
 0.44000000E+00  0.49206530E+00  0.00000000E+00  0.65893520E+00  0.00000000E+00  0.75602470E+00  0.00000000E+00
 0.45000000E+00  0.50397300E+00  0.00000000E+00  0.67326860E+00  0.00000000E+00  0.76961250E+00  0.00000000E+00
 0.46000000E+00  0.51568800E+00  0.00000000E+00  0.68722080E+00  0.00000000E+00  0.78255520E+00  0.00000000E+00
 0.47000000E+00  0.52720440E+00  0.00000000E+00  0.70078220E+00  0.00000000E+00  0.79484020E+00  0.00000000E+00
 0.48000000E+00  0.53851710E+00  0.00000000E+00  0.71394400E+00  0.00000000E+00  0.80645590E+00  0.00000000E+00
 0.49000000E+00  0.54962130E+00  0.00000000E+00  0.72669820E+00  0.00000000E+00  0.81739180E+00  0.00000000E+00
 0.50000000E+00  0.56051250E+00  0.00000000E+00  0.73903730E+00  0.00000000E+00  0.82763850E+00  0.00000000E+00
 0.51000000E+00  0.57118670E+00  0.00000000E+00  0.75095440E+00  0.00000000E+00  0.83718770E+00  0.00000000E+00
 0.52000000E+00  0.58164010E+00  0.00000000E+00  0.76244340E+00  0.00000000E+00  0.84603180E+00  0.00000000E+00
 0.53000000E+00  0.59186950E+00  0.00000000E+00  0.77349850E+00  0.00000000E+00  0.85416460E+00  0.00000000E+00
 0.54000000E+00  0.60187170E+00  0.00000000E+00  0.78411470E+00  0.00000000E+00  0.86158040E+00  0.00000000E+00
 0.55000000E+00  0.61164410E+00  0.00000000E+00  0.79428750E+00  0.00000000E+00  0.86827460E+00  0.00000000E+00
 0.56000000E+00  0.62118430E+00  0.00000000E+00  0.80401270E+00  0.00000000E+00  0.87424350E+00  0.00000000E+00
 0.57000000E+00  0.63049010E+00  0.00000000E+00  0.81328680E+00  0.00000000E+00  0.87948410E+00  0.00000000E+00
 0.58000000E+00  0.63955960E+00  0.00000000E+00  0.82210660E+00  0.00000000E+00  0.88399440E+00  0.00000000E+00
 0.59000000E+00  0.64839120E+00  0.00000000E+00  0.83046970E+00  0.00000000E+00  0.88777320E+00  0.00000000E+00
 0.60000000E+00  0.65698350E+00  0.00000000E+00  0.83837360E+00  0.00000000E+00  0.89081980E+00  0.00000000E+00
 0.61000000E+00  0.66533540E+00  0.00000000E+00  0.84581680E+00  0.00000000E+00  0.89313450E+00  0.00000000E+00
 0.62000000E+00  0.67344600E+00  0.00000000E+00  0.85279770E+00  0.00000000E+00  0.89471820E+00  0.00000000E+00
 0.63000000E+00  0.68131440E+00  0.00000000E+00  0.85931540E+00  0.00000000E+00  0.89557260E+00  0.00000000E+00
 0.64000000E+00  0.68894030E+00  0.00000000E+00  0.86536920E+00  0.00000000E+00  0.89570010E+00  0.00000000E+00
