 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
 0.10000000E-01  0.53808805E-01 -0.44858476E-03  0.70128227E-01 -0.60518600E-03  0.26465741E-01  0.94476570E-02
 0.20000000E-01  0.10579350E+00 -0.80375970E-03  0.13733022E+00 -0.10842924E-02  0.61002320E-01  0.16927326E-01
 0.30000000E-01  0.15430648E+00 -0.99167001E-03  0.19903462E+00 -0.13376433E-02  0.10968660E+00  0.20883120E-01
 0.40000000E-01  0.19802606E+00 -0.97331040E-03  0.25331665E+00 -0.13126162E-02  0.17505868E+00  0.20493554E-01
 0.50000000E-01  0.23605671E+00 -0.75229058E-03  0.29907677E+00 -0.10141244E-02  0.25537495E+00  0.15835140E-01
 0.60000000E-01  0.26796779E+00 -0.37353565E-03  0.33608012E+00 -0.50285668E-03  0.34481535E+00  0.78549282E-02
 0.70000000E-01  0.29376931E+00  0.86573237E-04  0.36485867E+00  0.11804240E-03  0.43458468E+00 -0.18373665E-02
 0.80000000E-01  0.31383447E+00  0.53625776E-03  0.38650413E+00  0.72466322E-03  0.51464970E+00 -0.11307868E-01
 0.90000000E-01  0.32878663E+00  0.88700142E-03  0.40239882E+00  0.11975317E-02  0.57572322E+00 -0.18691802E-01
 0.10000000E+00  0.33937262E+00  0.10708386E-02  0.41393877E+00  0.14449558E-02  0.61106966E+00 -0.22557818E-01
 0.11000000E+00  0.34634379E+00  0.10528298E-02  0.42229972E+00  0.14198664E-02  0.61776680E+00 -0.22170792E-01
 0.12000000E+00  0.35036196E+00  0.83651350E-03  0.42828227E+00  0.11271670E-02  0.59719445E+00 -0.17606540E-01
 0.13000000E+00  0.35194029E+00  0.46172763E-03  0.43225324E+00  0.62077400E-03  0.55469550E+00 -0.97056931E-02
 0.14000000E+00  0.35142183E+00 -0.42204759E-05  0.43417957E+00 -0.83295858E-05  0.49852616E+00  0.11262149E-03
 0.15000000E+00  0.34899124E+00 -0.47983802E-03  0.43373422E+00 -0.65005439E-03  0.43834255E+00  0.10130906E-01
 0.16000000E+00  0.34471056E+00 -0.88434155E-03  0.43044297E+00 -0.11953355E-02  0.38353773E+00  0.18647279E-01
 0.17000000E+00  0.33856753E+00 -0.11513187E-02  0.42383859E+00 -0.15545888E-02  0.34174010E+00  0.24263364E-01
 0.18000000E+00  0.33052545E+00 -0.12388635E-02  0.41359224E+00 -0.16713917E-02  0.31772043E+00  0.26097718E-01
 0.19000000E+00  0.32056531E+00 -0.11348035E-02  0.39960191E+00 -0.15295234E-02  0.31285342E+00  0.23895736E-01
 0.20000000E+00  0.30871482E+00 -0.85667799E-03  0.38202816E+00 -0.11529039E-02  0.32516419E+00  0.18028859E-01
 0.21000000E+00  0.29506218E+00 -0.44707031E-03  0.36127899E+00 -0.59925244E-03  0.34988695E+00  0.93958543E-02
 0.22000000E+00  0.27975544E+00  0.34411560E-04  0.33795390E+00  0.50780882E-04  0.38038817E+00 -0.74646472E-03
 0.23000000E+00  0.26299098E+00  0.52085630E-03  0.31276257E+00  0.70677557E-03  0.40926866E+00 -0.10988298E-01
 0.24000000E+00  0.24499507E+00  0.94780407E-03  0.28643482E+00  0.12817338E-02  0.42945916E+00 -0.19972470E-01
 0.25000000E+00  0.22600313E+00  0.12616210E-02  0.25963732E+00  0.17033924E-02  0.43515296E+00 -0.26570793E-01
 0.26000000E+00  0.20624039E+00  0.14255101E-02  0.23290815E+00  0.19223255E-02  0.42246826E+00 -0.30010480E-01
 0.27000000E+00  0.18590650E+00  0.14226768E-02  0.20661606E+00  0.19161877E-02  0.38978880E+00 -0.29940478E-01
