 4  2  -2  2.4  (-0-0.04731251472919189j)
 4  2  +2  2.4  0.04731251472919189j
 4  2  -2  1.9  0.23175424753389093j
 4  2  +2  1.9  -0.23175424753389093j
 2  1  +0  1.373  1.25998
 3  1  +0  2.95  -0.05762
 4  1  +0  2.95  -0.26738
 7  3  +0  2.9  -0.08695
