 1  0  +0  9.5  0.05838
 1  0  +0  5.5  0.93837
 2  0  +0  1.5  0.0715
 4  0  +0  2.0  -0.0331
 4  0  +0  3.0  -0.03118
 7  3  -2  2.9  0.00027577164466275353j
 7  3  +2  2.9  -0.00027577164466275353j
