 1  0  +0  9.5  0.00877
 1  0  +0  5.5  -0.21248
 2  0  +0  1.5  0.98204
 4  0  +0  2.0  0.05076
 4  0  +0  3.0  -0.01799
 7  3  -2  2.9  0.10079100059033047j
 7  3  +2  2.9  -0.10079100059033047j
