-0.3951420130937470938077907268D-04 -0.3363393208044860097083450512D-03
 0.1845837176688381394036586602D-03  0.8812647895189890156000811494D-03
 0.3498172876964664862464715611D-02  0.2774110072231703895406784710D-02
 0.3042052646546685064354864636D-03  0.1226074292018947791674168130D-04
-0.2251957709774113358669467289D-03  0.3553334688394172618045030454D-03
-0.1339211353427309427605029768D-02 -0.7472633683939203675522522374D-03
 0.8399199495131648776635735487D-05  0.6212980575631666356473115087D-05
-0.1665851273898871369493271399D-04  0.7163270254456577076137419047D-04
-0.8364724342170895814846387495D-06 -0.4566612449695447279417181985D-05
 0.4974934094899640529829909497D-01  0.1075256894881818775511206354D-01
-0.1477243457408215082660163375D-04 -0.2850275953236931000128739910D-04
-0.1510643563154577729721814161D-05  0.4747608763251854022992542309D-05
 0.2095150665716601773302940614D-01  0.4205675705212311155101190252D-02
-0.2286360055203827257980751797D-04  0.2768565603317725516219552362D-04
-0.6593072907776011126745885349D-01 -0.1131052561544715860664123142D-01
 0.1099338812064506185409151762D-02  0.3472992332790064001768470803D-02
 0.3044647766427551957568731211D-01  0.3271692549557858945008526064D-02
 0.1976340645984408020408018558D-01 -0.1014389807012525991647411416D-01
 0.1266128856642597666493088582D+00  0.2653954160385990548171042391D-02
-0.1401177525783545672888319444D-01 -0.1678346726738736693906872688D+00
 0.4052283058189455333675255133D+00  0.8926660523562077731440922435D+00
-0.1516261666884669123689377557D+01 -0.2808835319424653587105922270D+01
 0.4121675132464324597947324946D+01  0.6775782913090455217286489642D+01
-0.9146044348731736661761715368D+01 -0.1431882958911704051274682570D+02
 0.1815028234566830889207267319D+02  0.2763939794955186002312075289D+02
-0.3316702003550926747266203165D+02 -0.4973892846164530112673674012D+02
 0.5519617613341522854852883029D+02  0.8237184416019302091171994107D+02
-0.7997303671913451239561254624D+02 -0.1188693955955743035701743793D+03
 0.8996696174694443470798432827D+02  0.1333475830145608256316336337D+03
-0.5809262133759676061117716017D+02 -0.8603082552785512859827576904D+02
-0.3658726635648004450046544278D-02 -0.1018099203821474845951811083D-02
 0.1062279143955865631787638392D-02  0.3392827166338224179759075483D-02
 0.9595797270227551800658716274D-02  0.2452730398142783513337761292D-01
 0.1848661694496908799133227941D-03 -0.5378272532865442439806158426D-03
 0.1157925792864254906089360730D-02 -0.4789020906072242143858286312D-03
-0.2525409630411803215549459978D-02 -0.5082016485931975177670061328D-02
-0.1202101714278137195579532204D-03  0.7833230896557249502143438491D-04
 0.4210388738608906886119395696D-04 -0.6642847194663655105081878638D-03
 0.1078406513586047457686767359D-04  0.2193783683339010307650207565D-04
-0.1530015531175382692552489061D-01 -0.5297291985510235723388916540D-01
-0.4484030867698554027184210113D-04  0.8440371205715373019440317393D-04
 0.1534900042975473398280950033D-04 -0.7291580443802841637814145248D-05
 0.3348718592321775489040192042D-01 -0.4870966928635060699814829377D-01
 0.1795279165345517219561088940D-04 -0.2867993037882496045907695925D-04
-0.3404320563774809044188529583D-01  0.9349404572245056943557983686D-01
 0.2641273161630488391926618874D-01 -0.1566252252835224206828357296D-01
-0.6043754179603685883215291597D-01 -0.7048789768805095723447351475D-01
-0.4450983429775418748208792863D-01  0.1203330025954702092727544027D+00
 0.6115426602369323783037202702D+00 -0.4184163456353291038469777163D-01
 0.7921016097490882756915198115D+00  0.1416741920665966561476700747D-01
-0.2999171005018689051269120682D+01 -0.2195858259080038232813336663D+00
 0.8268418934915251483630527218D+01  0.9758552723435284237396558638D+00
-0.1872512118407830783439749212D+02 -0.2384978000949462551005808564D+01
 0.3826145323555830657369369874D+02  0.5145857278551207336647621560D+01
-0.7253411217201421834488428431D+02 -0.1001449843604811995589898288D+02
 0.1293395268319040383175888564D+03  0.1804233500583092819624653202D+02
-0.2128377795888826540249283426D+03 -0.3021405149967215919559748727D+02
 0.3062662128516691382174030878D+03  0.4367660102003294042560810340D+02
-0.3431043690264737051620613784D+03 -0.4895465895201151340643264120D+02
 0.2211459963227526657192356652D+03  0.3162960983205255161010427400D+02
 0.8943979607911160117916793411D-02 -0.9291803357677890298771394839D-02
-0.6274733754763232168594200289D-02 -0.4480335675860783878343696074D-01
 0.6997322470664388283090318055D-01 -0.1014488405751164242993289655D-02
 0.1032826381604242185763276041D-01 -0.1948193758556301675554517372D-03
-0.3269938928515389586770822916D-02 -0.2115359000571961564651779497D-01
 0.5380814303853204833005818841D-01  0.8832965287286062561200594700D-01
 0.9737907338552547614751730976D-03 -0.9521170998142581415324414706D-03
 0.5874981546556001452130679752D-02  0.1674585666274828847643885155D-02
-0.1638551414033509109891006972D-03 -0.7718042789240319410948298895D-04
 0.1152154669908090456331706264D+01 -0.1614965060901877746957211457D+01
 0.1501499546361015346995770869D-03 -0.8413058308383934008611859667D-03
 0.1258429383940870777483511667D-03  0.8328650929272087227814985733D-04
 0.5343851358592081046694488577D+00 -0.8008955620996591751037385620D+00
 0.3949844572706602725820079769D-03 -0.1172026496272411135411706251D-03
-0.1536253318713070692425048946D+01  0.2241795587133152967140858891D+01
 0.2724316073437196839002183424D-01  0.9749352834366845077518348717D-01
 0.1363769305911798242203492038D-01 -0.2950705147660251381758200750D+00
 0.1806499054732583486870822753D+00  0.2353257907332243215048350748D+00
-0.9754187649785897029630632460D+00  0.1025720386303504844116574191D+00
 0.4992179296984064507114453590D+02  0.1347425224570283797120850977D+01
-0.2629115608659033682670269627D+03 -0.1069010625717145046564837685D+02
 0.8184234820177118763240287080D+03  0.4771194956384037766383698909D+02
-0.1984742926531645252907765098D+04 -0.9866298719448366227879887447D+02
 0.4199426759925385340466164052D+04  0.1988413993916366280245711096D+03
-0.8117408205983572770492173731D+04 -0.3678190023720183603472833056D+03
 0.1462404166539763355103787035D+05  0.6392013787100632953297463246D+03
-0.2420590361120486340951174498D+05 -0.1075894792610153672285377979D+04
 0.3493805095018617430469021201D+05  0.1543329858854965777936740778D+04
-0.3920562223731552512617781758D+05 -0.1714900575677615051972679794D+04
 0.2529279549543695611646398902D+05  0.1108035056091786600518389605D+04
