 4  2  -2  2.400  -0.06691
 4  2  -2  1.900  +0.32775
 2  1   0  1.373  +1.25998
 3  1   0  2.950  -0.05762
 4  1   0  2.950  -0.26738
 7  3   0  2.900  -0.08695
