 1  0   0  9.500  +0.00877
 1  0   0  5.500  -0.21248
 2  0   0  1.500  +0.98204
 4  0   0  2.000  +0.05076
 4  0   0  3.000  -0.01799
 7  3  -2  2.900  +0.14254
